arc|Klasa API: Arc. Właściwości (Properties): Arc, AcadObject, Annotative, Area, AutoDelete, BlockId, BlockName, Bounds, CastShadows, Center, ClassID, CloneMeForDragging, Closed, CollisionType, Color, ColorIndex, CompoundObjectTransform, Database, Drawable, DrawableType, Ecs, EdgeStyleId, EndAngle, EndParam, EndPoint, EntityColor, ExtensionDictionary, FaceStyleId, ForceAnnoAllVisible, GeometricExtents, Handle, HasFields, HasSaveVersionOverride, Hyperlinks, Id, IsAProxy, IsCancelling, IsDisposed, IsErased, IsEraseStatusToggled, IsModified, IsModifiedGraphics, IsModifiedXData, IsNewObject, IsNotifyEnabled, IsNotifying, IsObjectIdsInFlux, IsPeriodic, IsPersistent, IsPlanar, IsReadEnabled, IsReallyClosing, IsTransactionResident, IsUndoing, IsWriteEnabled, Layer, LayerId, Length, Linetype, LinetypeId, LinetypeScale, LineWeight, Material, MaterialId, MaterialMapper, MergeStyle, Normal, ObjectBirthVersion, ObjectId, OwnerId, PaperOrientation, PlotStyleName, PlotStyleNameId, Radius, ReceiveShadows, Spline, StartAngle, StartParam, StartPoint, Thickness, TotalAngle, Transparency, UndoFiler, UnmanagedObject, Visible, VisualStyleId, XData, AddContext, AddPersistentReactor, AddSubentityPaths, ApplyPartialUndo, AssertNotifyEnabled, AssertReadEnabled, AssertWriteEnabled, Audit, Cancel, Clone, Close, CloseAndPage, CompareTo, CopyFrom, CreateExtensionDictionary, CreateObjRef, DecomposeForSave, DeepClone, DeleteSubentityPaths, DeleteUnmanagedObject, DisableUndoRecording, Dispose, DowngradeOpen, DowngradeToNotify, Draw, DwgIn, DwgInFields, DwgOut, DwgOutFields, DxfIn, DxfInFields, DxfOut, DxfOutFields, Equals, Erase, Explode, ExplodeGeometry, ExplodeGeometryToOwnerSpace, Finalize, GetDistanceAtParameter, GetDistAtPoint, GetEventExtender, GetField, GetGeCurve, GetGraphicsMarkersAtSubentityPathIntPtr, GetGripPointsAtSubentityPath, GetHashCode, GetLifetimeService, GetOffsetCurves, GetOffsetCurvesGivenPlaneNormal, GetOrthoProjectedCurve, GetParameterAtDistance, GetParameterAtPoint, GetPersistentReactorIds, GetPlane, GetPointAtDist, GetPointAtParameter, GetProjectedCurve, GetReactors, GetRXClass, GetStretchPoints, GetSubentity, GetSubentityGeometricExtents, GetTransformedCopy, GetTransientReactors, GetType, GetXDataForApplication, HandOverTo, HasContext, HasPersistentReactor, Highlight, InitializeLifetimeService, IsContentSnappable, JoinEntities, JoinEntity, List, MemberwiseClone, MoveGripPointsAtSubentityPaths, MoveStretchPointsAt, QueryX, RecordGraphicsModified, ReleaseExtensionDictionary, RemoveContext, RemoveField, RemovePersistentReactor, ResetScaleDependentProperties, ReverseCurve, SaveAs, SetAttributes, SetDatabaseDefaults, SetDragStatus, SetFromStyle, SetGripStatus, SetLayerId, SetObjectIdsInFlux, SetPaperOrientation, SetPropertiesFrom, SetSubentityGripStatus, SubSetAttributes, SubViewportDraw, SubViewportDrawLogicalFlags, SubWorldDraw, SupportsCollection, SwapIdWith, SwapReferences, ToString, TransformBy, TransformSubentityPathsBy, Unhighlight, UpgradeFromNotify, UpgradeOpen, ViewportDraw, ViewportDrawLogicalFlags, WblockClone, WorldDraw, X, XDataTransformBy, Cancelled, Copied, Erased, Goodbye, Modified, ModifiedXData, ModifyUndone, ObjectClosed, OpenedForModify, Reappended, SubObjectModified, Unappended. Opis: Initializes a new instance of the Arc class...
selectionset|Klasa API: SelectionSet. Właściwości (Properties): SelectionSet, AutoDelete, Count, IsDisposed, IsSynchronized, Item, SyncRoot, UnmanagedObject, CreateObjRef, DeleteUnmanagedObject, Dispose, Equals, Finalize, FromObjectIds, GetEnumerator, GetHashCode, GetLifetimeService, GetObjectIds, GetType, InitializeLifetimeService, MemberwiseClone, ToString. Opis: Initializes a new instance of the SelectionSet class...
assoc3dconstraintgroup|Klasa API: Assoc3dConstraintGroup. Właściwości (Properties): AutoDelete, BlockId, Constraints, HasSketchPlane, IsDisposed, SketchPlane, Transient, UnmanagedObject, AddConstraint, CreateObjRef, DeleteConstraint, DeleteUnmanagedObject, Dispose, Equals, Evaluate, Finalize, GetConstraintByNodeId, GetHashCode, GetLifetimeService, GetType, InitializeLifetimeService, MemberwiseClone, ToString. Opis: returns the owner block table record for this constraints group object...
assoc3dvariable|Klasa API: Assoc3dVariable. Właściwości (Properties): AutoDelete, Expression, isAnonymous, IsDisposed, Name, UnmanagedObject, Value, CreateObjRef, DeleteUnmanagedObject, Dispose, Equals, erase, Finalize, getBlockId, getByName, getFromBlock, GetHashCode, GetLifetimeService, GetType, InitializeLifetimeService, MemberwiseClone, ToString. Opis: returns and sets the expression of this constraint variable...
designtable|Klasa API: DesignTable. Właściwości (Properties): AutoDelete, IsDisposed, UnmanagedObject, Configurations, CreateObjRef, CurrentConfiguration, DeleteUnmanagedObject, Dispose, Equals, Finalize, GetAllDesignTables, GetBlockId, GetHashCode, GetLifetimeService, GetType, InitializeLifetimeService, KeyName, MemberwiseClone, Name, ToString. Opis: Creates an object that contains all the relevant information required to generate a proxy used to communicate with a remote object....
designtableconfiguration|Klasa API: DesignTableConfiguration. Właściwości (Properties): AutoDelete, IsDisposed, UnmanagedObject, CreateObjRef, DeleteUnmanagedObject, Dispose, Equals, Finalize, GetHashCode, GetLifetimeService, GetType, InitializeLifetimeService, MemberwiseClone, Name, ToString, Variables. Opis: Creates an object that contains all the relevant information required to generate a proxy used to communicate with a remote object....
designtableconfigurationentry|Klasa API: DesignTableConfigurationEntry. Właściwości (Properties): AutoDelete, IsDisposed, UnmanagedObject, CreateObjRef, DeleteUnmanagedObject, Dispose, Equals, Finalize, GetHashCode, GetLifetimeService, GetType, InitializeLifetimeService, IsDoubleValue, MemberwiseClone, ToString, Value, ValueAsDouble, VariableName. Opis: Creates an object that contains all the relevant information required to generate a proxy used to communicate with a remote object....
geometrical3dconstraint|Klasa API: Geometrical3dConstraint. Właściwości (Properties): Arguments, AutoDelete, BlockId, Dimension, isDimensional, IsDisposed, Name, NodeId, Parameter, Type, UnmanagedObject, CreateObjRef, DeleteUnmanagedObject, Dispose, Equals, Finalize, GetHashCode, GetLifetimeService, GetType, InitializeLifetimeService, MemberwiseClone, ToString. Opis: returns the array of subentities for this constraint object...
manager|Klasa API: Manager. Właściwości (Properties): Manager, AutoDelete, DisplaySize, IsDisposed, UnmanagedObject, CreateAutoCADDevice, CreateAutoCADModel, CreateAutoCADOffScreenDevice, CreateAutoCADView, CreateAutoCADViewport, CreateObjRef, DeleteUnmanagedObject, Dispose, Equals, Finalize, GetDBModel, GetGsView, GetGUIDevice, GetHashCode, GetLifetimeService, GetType, InitializeLifetimeService, MemberwiseClone, SetViewFromViewport, ToString, ConfigWasModified, GsToBeUnloaded, ViewToBeDestroyed, ViewToBeUpdated, ViewWasCreated, ViewWasUpdated. Opis: Initializes a new instance of the Manager class...
ifcbinary|Klasa API: IfcBinary. Właściwości (Properties): IfcBinary, AutoDelete, IsDisposed, IsEmpty, NumBits, UnmanagedObject, Clear, CreateObjRef, Dispose, Equals, GetBit, GetEncodedString, GetHashCode, GetLifetimeService, GetType, InitializeLifetimeService, Reset, Resize, ToString. Opis: Initializes a new instance of the IfcBinary class...
ifcentity|Klasa API: IfcEntity. Właściwości (Properties): IfcEntity, AutoDelete, IfcId, IsA, IsDisposed, IsNull, UnmanagedObject, Create, CreateObjRef, Dispose, Equals, GetAttribute, GetHashCode, GetInverseRefs, GetLifetimeService, GetType, InitializeLifetimeService, IsKindOf, SetAttribute, ToString. Opis: Initializes a new instance of the IfcEntity class...
